game_name,type,aspect,mentions,sentiment_percentage
Divinity: Original Sin - Enhanced Edition,advantage,Level Design,3,100.0
Divinity: Original Sin - Enhanced Edition,advantage,Replayability,5,100.0
Divinity: Original Sin - Enhanced Edition,advantage,Gameplay,11,90.91
Divinity: Original Sin - Enhanced Edition,advantage,Characters,6,83.33
Divinity: Original Sin - Enhanced Edition,advantage,Story,7,71.43
Divinity: Original Sin 2,advantage,Gameplay,21,100.0
Divinity: Original Sin 2,advantage,Story,22,100.0
Divinity: Original Sin 2,advantage,Graphics,3,100.0
Divinity: Original Sin 2,advantage,Characters,16,100.0
Divinity: Original Sin 2,advantage,Level Design,3,100.0
Divinity: Original Sin 2,advantage,Difficulty,7,100.0
Divinity: Original Sin 2,advantage,Music & Sound,8,87.5
Divinity: Original Sin 2,advantage,Replayability,8,87.5
Divinity: Original Sin 2 - Definitive Edition,advantage,Gameplay,18,100.0
Divinity: Original Sin 2 - Definitive Edition,advantage,Story,13,100.0
Divinity: Original Sin 2 - Definitive Edition,advantage,Characters,7,100.0
Divinity: Original Sin 2 - Definitive Edition,advantage,Replayability,3,100.0
Divinity: Original Sin 2 - Definitive Edition,advantage,Difficulty,9,88.89
DmC: Devil May Cry Definitive Edition,advantage,Story,3,100.0
DmC: Devil May Cry Definitive Edition,advantage,Difficulty,6,100.0
DmC: Devil May Cry Definitive Edition,advantage,Gameplay,14,85.71
DmC: Devil May Cry Definitive Edition,advantage,Graphics,7,85.71
DmC: Devil May Cry Definitive Edition,advantage,Replayability,12,75.0
DmC: Devil May Cry Definitive Edition,advantage,Performance,3,66.67
Doki Doki Literature Club,advantage,Graphics,4,75.0
Doki Doki Literature Club,advantage,Story,3,66.67
Doki Doki Literature Club Plus!,advantage,Story,5,100.0
Doki Doki Literature Club Plus!,advantage,Characters,3,100.0
Doki Doki Literature Club Plus!,advantage,Replayability,11,72.73
Doki Doki Literature Club Plus!,advantage,Graphics,13,69.23
Doki Doki Literature Club Plus!,advantage,Difficulty,3,66.67
Donkey Kong Bananza,advantage,Graphics,10,100.0
Donkey Kong Bananza,advantage,Performance,16,100.0
Donkey Kong Bananza,advantage,Characters,16,100.0
Donkey Kong Bananza,advantage,Difficulty,11,100.0
Donkey Kong Bananza,advantage,Music & Sound,11,100.0
Donkey Kong Bananza,advantage,Replayability,6,100.0
Donkey Kong Bananza,advantage,Gameplay,60,98.33
Donkey Kong Bananza,advantage,Level Design,20,95.0
Donkey Kong Bananza,advantage,Story,12,91.67
Donkey Kong Country: Tropical Freeze,advantage,Replayability,4,100.0
Donkey Kong Country: Tropical Freeze,advantage,Gameplay,23,91.3
Donkey Kong Country: Tropical Freeze,advantage,Graphics,11,90.91
Donkey Kong Country: Tropical Freeze,advantage,Performance,7,85.71
Donkey Kong Country: Tropical Freeze,advantage,Level Design,27,85.19
Donkey Kong Country: Tropical Freeze,advantage,Characters,12,83.33
Donkey Kong Country: Tropical Freeze,advantage,Music & Sound,10,80.0
Donkey Kong Country: Tropical Freeze,advantage,Difficulty,34,76.47
Doom (2016),advantage,Graphics,10,100.0
Doom (2016),advantage,Difficulty,12,100.0
Doom (2016),advantage,Music & Sound,5,100.0
Doom (2016),advantage,Level Design,25,96.0
Doom (2016),advantage,Gameplay,22,95.45
Doom (2016),advantage,Replayability,9,88.89
Doom (2016),advantage,Performance,18,83.33
Doom (2016),advantage,Story,11,81.82
Doom (2016),advantage,Characters,3,66.67
Doom Eternal,advantage,Graphics,10,100.0
Doom Eternal,advantage,Difficulty,19,100.0
Doom Eternal,advantage,Characters,4,100.0
Doom Eternal,advantage,Level Design,13,100.0
Doom Eternal,advantage,Music & Sound,17,100.0
Doom Eternal,advantage,Performance,33,96.97
Doom Eternal,advantage,Gameplay,57,94.74
Doom Eternal,advantage,Story,14,92.86
Doom Eternal,advantage,Replayability,6,83.33
Doom: The Dark Ages,advantage,Level Design,25,100.0
Doom: The Dark Ages,advantage,Replayability,7,100.0
Doom: The Dark Ages,advantage,Story,41,97.56
Doom: The Dark Ages,advantage,Performance,29,93.1
Doom: The Dark Ages,advantage,Difficulty,23,91.3
Doom: The Dark Ages,advantage,Gameplay,110,90.91
Doom: The Dark Ages,advantage,Graphics,20,90.0
Doom: The Dark Ages,advantage,Music & Sound,26,84.62
Doomblade,advantage,Difficulty,3,100.0
Doomblade,advantage,Gameplay,8,75.0
Dorfromantik,advantage,Difficulty,6,100.0
Dorfromantik,advantage,Gameplay,5,80.0
Dorfromantik,advantage,Graphics,5,80.0
Dota 2,advantage,Difficulty,3,100.0
Downwell,advantage,Difficulty,15,80.0
Downwell,advantage,Gameplay,13,76.92
Downwell,advantage,Level Design,3,66.67
Dragon Age: Inquisition,advantage,Level Design,3,100.0
Dragon Age: Inquisition,advantage,Replayability,8,100.0
Dragon Age: Inquisition,advantage,Characters,24,95.83
Dragon Age: Inquisition,advantage,Story,22,86.36
Dragon Age: Inquisition,advantage,Gameplay,21,85.71
Dragon Age: Inquisition,advantage,Difficulty,7,85.71
Dragon Age: Inquisition,advantage,Graphics,6,83.33
Dragon Ball FighterZ,advantage,Story,20,100.0
Dragon Ball FighterZ,advantage,Performance,4,100.0
Dragon Ball FighterZ,advantage,Characters,12,100.0
Dragon Ball FighterZ,advantage,Level Design,6,100.0
Dragon Ball FighterZ,advantage,Music & Sound,3,100.0
Dragon Ball FighterZ,advantage,Difficulty,20,100.0
Dragon Ball FighterZ,advantage,Gameplay,37,94.59
Dragon Ball FighterZ,advantage,Graphics,27,92.59
Dragon Ball FighterZ,advantage,Replayability,7,85.71
Dragon Ball Gekishin Squadra,advantage,Gameplay,4,100.0
Dragon Ball Gekishin Squadra,advantage,Difficulty,3,100.0
Dragon Ball Sparking! Zero,advantage,Difficulty,7,100.0
Dragon Ball Sparking! Zero,advantage,Graphics,20,95.0
Dragon Ball Sparking! Zero,advantage,Replayability,19,94.74
Dragon Ball Sparking! Zero,advantage,Story,18,88.89
Dragon Ball Sparking! Zero,advantage,Gameplay,44,88.64
Dragon Ball Sparking! Zero,advantage,Characters,28,85.71
Dragon Ball Sparking! Zero,advantage,Level Design,5,80.0
Dragon Ball Sparking! Zero,advantage,Music & Sound,5,80.0
Dragon Ball Sparking! Zero,advantage,Performance,10,80.0
Dragon Quest Builders,advantage,Graphics,6,100.0
Dragon Quest Builders,advantage,Music & Sound,6,100.0
Dragon Quest Builders,advantage,Replayability,4,100.0
Dragon Quest Builders,advantage,Story,14,92.86
Dragon Quest Builders,advantage,Difficulty,13,92.31
Dragon Quest Builders,advantage,Gameplay,26,88.46
Dragon Quest Builders,advantage,Level Design,5,80.0
Dragon Quest Builders,advantage,Characters,9,77.78
Dragon Quest Builders 2,advantage,Graphics,3,100.0
Dragon Quest Builders 2,advantage,Level Design,3,100.0
Dragon Quest Builders 2,advantage,Characters,6,100.0
Dragon Quest Builders 2,advantage,Gameplay,31,83.87
Dragon Quest Builders 2,advantage,Story,33,81.82
Dragon Quest Builders 2,advantage,Difficulty,5,80.0
Dragon Quest Builders 2,advantage,Replayability,6,66.67
Dragon Quest I & II HD-2D Remake,advantage,Gameplay,25,100.0
Dragon Quest I & II HD-2D Remake,advantage,Story,21,100.0
Dragon Quest I & II HD-2D Remake,advantage,Graphics,20,100.0
Dragon Quest I & II HD-2D Remake,advantage,Characters,4,100.0
Dragon Quest I & II HD-2D Remake,advantage,Music & Sound,10,100.0
Dragon Quest I & II HD-2D Remake,advantage,Difficulty,5,100.0
Dragon Quest I & II HD-2D Remake,advantage,Replayability,6,100.0
Dragon Quest III HD-2D Remake,advantage,Level Design,6,100.0
Dragon Quest III HD-2D Remake,advantage,Music & Sound,14,100.0
Dragon Quest III HD-2D Remake,advantage,Difficulty,13,100.0
Dragon Quest III HD-2D Remake,advantage,Graphics,40,95.0
Dragon Quest III HD-2D Remake,advantage,Story,19,89.47
Dragon Quest III HD-2D Remake,advantage,Replayability,8,87.5
Dragon Quest III HD-2D Remake,advantage,Gameplay,30,83.33
Dragon Quest III HD-2D Remake,advantage,Performance,3,66.67
Dragon Quest VII Reimagined,advantage,Characters,6,100.0
Dragon Quest VII Reimagined,advantage,Music & Sound,7,100.0
Dragon Quest VII Reimagined,advantage,Graphics,35,91.43
Dragon Quest VII Reimagined,advantage,Story,33,90.91
Dragon Quest VII Reimagined,advantage,Gameplay,50,90.0
Dragon Quest VII Reimagined,advantage,Difficulty,21,71.43
Dragon Quest VII Reimagined,advantage,Replayability,7,71.43
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Gameplay,8,100.0
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Characters,4,100.0
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Difficulty,3,100.0
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Story,11,90.91
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Graphics,6,83.33
Dragon Quest VII: Fragments of the Forgotten Past,advantage,Replayability,4,75.0
Dragon Quest VIII: Journey of the Cursed King,advantage,Difficulty,3,100.0
Dragon Quest VIII: Journey of the Cursed King,advantage,Characters,6,83.33
Dragon Quest VIII: Journey of the Cursed King,advantage,Story,6,83.33
Dragon Quest VIII: Journey of the Cursed King,advantage,Gameplay,9,77.78
Dragon Quest VIII: Journey of the Cursed King,advantage,Replayability,3,66.67
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Gameplay,10,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Story,6,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Graphics,8,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Characters,4,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Music & Sound,5,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Difficulty,6,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Performance,5,100.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,advantage,Replayability,18,100.0
Dragon Quest XI: Echoes of an Elusive Age,advantage,Gameplay,22,95.45
Dragon Quest XI: Echoes of an Elusive Age,advantage,Story,28,92.86
Dragon Quest XI: Echoes of an Elusive Age,advantage,Characters,25,92.0
Dragon Quest XI: Echoes of an Elusive Age,advantage,Graphics,11,90.91
Dragon Quest XI: Echoes of an Elusive Age,advantage,Difficulty,9,88.89
Dragon Quest XI: Echoes of an Elusive Age,advantage,Music & Sound,7,85.71
Dragon Quest XI: Echoes of an Elusive Age,advantage,Replayability,5,80.0
Dragon Quest XI: Echoes of an Elusive Age,advantage,Level Design,3,66.67
Dragon's Crown Pro,advantage,Characters,3,100.0
Dragon's Crown Pro,advantage,Music & Sound,11,90.91
Dragon's Crown Pro,advantage,Difficulty,6,83.33
Dragon's Crown Pro,advantage,Graphics,10,80.0
Dragon's Crown Pro,advantage,Gameplay,9,77.78
Dragon's Crown Pro,advantage,Replayability,5,60.0
Dragon's Dogma 2,advantage,Characters,3,100.0
Dragon's Dogma 2,advantage,Difficulty,12,91.67
Dragon's Dogma 2,advantage,Level Design,11,90.91
Dragon's Dogma 2,advantage,Gameplay,60,86.67
Dragon's Dogma 2,advantage,Graphics,10,80.0
Dragon's Dogma 2,advantage,Story,17,76.47
Dragon's Dogma 2,advantage,Replayability,4,75.0
Dragon's Dogma 2,advantage,Performance,26,61.54
Dreams,advantage,Story,7,100.0
Dreams,advantage,Level Design,4,100.0
Dreams,advantage,Music & Sound,5,100.0
Dreams,advantage,Performance,3,100.0
Dreams,advantage,Difficulty,7,100.0
Dreams,advantage,Replayability,8,87.5
Dreams,advantage,Gameplay,7,85.71
Dreamscaper,advantage,Gameplay,26,88.46
Dreamscaper,advantage,Characters,8,87.5
Dreamscaper,advantage,Story,14,85.71
Dreamscaper,advantage,Difficulty,7,85.71
Dreamscaper,advantage,Graphics,4,75.0
Dreamscaper,advantage,Music & Sound,3,66.67
Dredge,advantage,Graphics,4,100.0
Dredge,advantage,Difficulty,7,100.0
Dredge,advantage,Music & Sound,7,100.0
Dredge,advantage,Story,30,93.33
Dredge,advantage,Gameplay,43,83.72
Dredge: The Pale Reach,advantage,Replayability,8,62.5
Dredge: The Pale Reach,advantage,Gameplay,5,60.0
Drop Duchy,advantage,Gameplay,11,81.82
Drop Duchy,advantage,Difficulty,5,80.0
Dropsy,advantage,Characters,4,75.0
Dropsy,advantage,Graphics,3,66.67
Dropsy,advantage,Difficulty,5,60.0
Duck Detective: The Ghost of Glamping,advantage,Characters,8,75.0
Duck Game,advantage,Difficulty,3,100.0
Duelyst,advantage,Gameplay,3,66.67
Dune: Awakening,advantage,Replayability,6,83.33
Dune: Awakening,advantage,Performance,7,71.43
Dune: Awakening,advantage,Gameplay,23,60.87
Dune: Awakening,advantage,Difficulty,5,60.0
Dungeons of Dreadrock,advantage,Gameplay,3,100.0
Dungeons of Dreadrock,advantage,Story,4,100.0
Dungeons of Dreadrock,advantage,Difficulty,3,100.0
Dungeons of Dreadrock 2 - The Dead King's Secret,advantage,Story,3,66.67
Dungeons of Hinterberg,advantage,Gameplay,25,80.0
Dungeons of Hinterberg,advantage,Graphics,5,80.0
Dungeons of Hinterberg,advantage,Characters,10,70.0
Dungeons of Hinterberg,advantage,Story,11,63.64
Dunjungle,advantage,Gameplay,3,100.0
Duskpunk,advantage,Story,5,60.0
Dying Light: The Beast,advantage,Graphics,7,85.71
Dying Light: The Beast,advantage,Story,43,69.77
Dying Light: The Beast,advantage,Performance,19,68.42
Dying Light: The Beast,advantage,Replayability,3,66.67
Dying Light: The Beast,advantage,Music & Sound,3,66.67
Dying Light: The Beast,advantage,Gameplay,54,64.81
Dying Light: The Beast,advantage,Characters,11,63.64
Dying Light: The Following,advantage,Characters,4,100.0
Dying Light: The Following,advantage,Replayability,12,91.67
Dying Light: The Following,advantage,Story,17,88.24
Dying Light: The Following,advantage,Level Design,13,84.62
Dying Light: The Following,advantage,Gameplay,11,81.82
Dying Light: The Following,advantage,Difficulty,5,80.0
Dying Light: The Following,advantage,Performance,4,75.0
Dynasty Warriors 8: Xtreme Legends Definitive Edition,advantage,Performance,3,100.0
Dynasty Warriors 8: Xtreme Legends Definitive Edition,advantage,Replayability,9,88.89
Dynasty Warriors 8: Xtreme Legends Definitive Edition,advantage,Gameplay,3,66.67
Dynasty Warriors: Origins,advantage,Story,52,100.0
Dynasty Warriors: Origins,advantage,Performance,11,100.0
Dynasty Warriors: Origins,advantage,Level Design,9,100.0
Dynasty Warriors: Origins,advantage,Replayability,7,100.0
Dynasty Warriors: Origins,advantage,Gameplay,83,92.77
Dynasty Warriors: Origins,advantage,Characters,37,89.19
Dynasty Warriors: Origins,advantage,Difficulty,11,81.82
Dynasty Warriors: Origins,advantage,Graphics,13,76.92
Dynasty Warriors: Origins,advantage,Music & Sound,4,75.0
EA Sports College Football 25,advantage,Level Design,3,100.0
EA Sports College Football 25,advantage,Performance,3,100.0
EA Sports College Football 25,advantage,Difficulty,4,75.0
EA Sports College Football 25,advantage,Gameplay,15,60.0
EA Sports College Football 26,advantage,Performance,7,100.0
EA Sports College Football 26,advantage,Level Design,3,100.0
EA Sports College Football 26,advantage,Replayability,3,100.0
EA Sports College Football 26,advantage,Gameplay,12,75.0
EA Sports College Football 26,advantage,Graphics,4,75.0
EA Sports College Football 26,advantage,Music & Sound,4,75.0
EA Sports UFC 6,advantage,Gameplay,4,75.0
ENDER LILIES: Quietus of the Knights,advantage,Story,15,93.33
ENDER LILIES: Quietus of the Knights,advantage,Music & Sound,11,90.91
ENDER LILIES: Quietus of the Knights,advantage,Gameplay,33,87.88
ENDER LILIES: Quietus of the Knights,advantage,Graphics,13,84.62
ENDER LILIES: Quietus of the Knights,advantage,Difficulty,17,76.47
EVERSPACE 2,advantage,Level Design,3,100.0
EVERSPACE 2,advantage,Gameplay,33,78.79
EVERSPACE 2,advantage,Story,18,77.78
EVERSPACE 2,advantage,Graphics,3,66.67
EVERSPACE 2,advantage,Replayability,6,66.67
Earthion,advantage,Gameplay,9,100.0
Earthion,advantage,Graphics,4,100.0
Earthion,advantage,Music & Sound,8,100.0
Eastshade,advantage,Characters,4,100.0
Eastshade,advantage,Gameplay,6,66.67
Eastward,advantage,Level Design,3,100.0
Eastward,advantage,Music & Sound,12,83.33
Eastward,advantage,Graphics,19,78.95
Eastward,advantage,Gameplay,19,73.68
Eastward,advantage,Characters,19,73.68
Edge,advantage,Level Design,5,80.0
"El Paso, Elsewhere",advantage,Difficulty,3,100.0
"El Paso, Elsewhere",advantage,Level Design,4,75.0
"El Paso, Elsewhere",advantage,Gameplay,14,64.29
"El Paso, Elsewhere",advantage,Story,20,60.0
"El Paso, Elsewhere",disadvantage,Level Design,4,25.0
Elden Ring,advantage,Story,11,100.0
Elden Ring,advantage,Difficulty,26,100.0
Elden Ring,advantage,Level Design,26,100.0
Elden Ring,advantage,Gameplay,56,94.64
Elden Ring,advantage,Performance,18,94.44
Elden Ring,advantage,Replayability,8,87.5
Elden Ring,advantage,Graphics,4,75.0
Elden Ring: Shadow of the Erdtree,advantage,Gameplay,19,100.0
Elden Ring: Shadow of the Erdtree,advantage,Story,11,100.0
Elden Ring: Shadow of the Erdtree,advantage,Characters,5,100.0
Elden Ring: Shadow of the Erdtree,advantage,Level Design,19,100.0
Elden Ring: Shadow of the Erdtree,advantage,Difficulty,33,100.0
Elden Ring: Shadow of the Erdtree,advantage,Performance,7,100.0
Elden Ring: Shadow of the Erdtree,advantage,Replayability,28,100.0
ElecHead,advantage,Replayability,3,100.0
Eliza,advantage,Graphics,3,66.67
Embracelet,advantage,Story,5,100.0
Ender Magnolia: Bloom in the Mist,advantage,Music & Sound,13,100.0
Ender Magnolia: Bloom in the Mist,advantage,Level Design,6,100.0
Ender Magnolia: Bloom in the Mist,advantage,Characters,6,100.0
Ender Magnolia: Bloom in the Mist,advantage,Difficulty,7,100.0
Ender Magnolia: Bloom in the Mist,advantage,Gameplay,29,93.1
Ender Magnolia: Bloom in the Mist,advantage,Graphics,14,92.86
Ender Magnolia: Bloom in the Mist,advantage,Story,12,91.67
Endless Legend,advantage,Gameplay,5,100.0
Endless Space 2,advantage,Gameplay,9,100.0
Endless Space 2,advantage,Performance,8,87.5
Endless Space 2,advantage,Story,6,83.33
Endless Space 2,advantage,Level Design,3,66.67
Endless Space 2,advantage,Difficulty,5,60.0
Endless Space 2,disadvantage,Difficulty,5,20.0
Enter the Gungeon,advantage,Graphics,6,100.0
Enter the Gungeon,advantage,Level Design,6,100.0
Enter the Gungeon,advantage,Characters,3,100.0
Enter the Gungeon,advantage,Difficulty,16,87.5
Enter the Gungeon,advantage,Gameplay,19,78.95
Eriksholm: The Stolen Dream,advantage,Music & Sound,3,100.0
Eriksholm: The Stolen Dream,advantage,Gameplay,30,90.0
Eriksholm: The Stolen Dream,advantage,Story,32,87.5
Eriksholm: The Stolen Dream,advantage,Characters,12,83.33
Eriksholm: The Stolen Dream,advantage,Graphics,7,71.43
Eriksholm: The Stolen Dream,advantage,Difficulty,7,71.43
Eriksholm: The Stolen Dream,advantage,Level Design,8,62.5
Escape Academy,advantage,Difficulty,5,100.0
Escape Academy,advantage,Story,6,83.33
Escape Simulator 2,advantage,Level Design,3,100.0
Escape Simulator 2,advantage,Difficulty,3,100.0
Escape Simulator 2,advantage,Performance,3,100.0
Escape Simulator 2,advantage,Replayability,3,100.0
Escape from Ever After,advantage,Difficulty,4,100.0
Escape from Ever After,advantage,Graphics,3,100.0
Escape from Ever After,advantage,Story,13,84.62
Escape from Ever After,advantage,Gameplay,17,82.35
Escape from Ever After,advantage,Characters,10,80.0
Escape from Ever After,advantage,Music & Sound,4,75.0
Esoteric Ebb,advantage,Graphics,3,100.0
Esoteric Ebb,advantage,Level Design,3,100.0
Esoteric Ebb,advantage,Characters,8,100.0
Esoteric Ebb,advantage,Music & Sound,3,100.0
Esoteric Ebb,advantage,Difficulty,4,100.0
Esoteric Ebb,advantage,Story,20,90.0
Esoteric Ebb,advantage,Gameplay,5,80.0
Etrian Odyssey 2 Untold: The Fafnir Knight,advantage,Level Design,4,100.0
Etrian Odyssey 2 Untold: The Fafnir Knight,advantage,Gameplay,10,80.0
Etrian Odyssey 2 Untold: The Fafnir Knight,advantage,Difficulty,5,80.0
Etrian Odyssey 2 Untold: The Fafnir Knight,advantage,Replayability,3,66.67
Etrian Odyssey 2 Untold: The Fafnir Knight,advantage,Story,11,63.64
Etrian Odyssey Nexus,advantage,Gameplay,3,100.0
Etrian Odyssey Nexus,advantage,Characters,4,100.0
Etrian Odyssey Nexus,advantage,Difficulty,3,100.0
Etrian Odyssey Nexus,advantage,Replayability,4,100.0
Etrian Odyssey V: Beyond the Myth,advantage,Level Design,3,100.0
Etrian Odyssey V: Beyond the Myth,advantage,Gameplay,13,92.31
Etrian Odyssey V: Beyond the Myth,advantage,Characters,4,75.0
Etrian Odyssey V: Beyond the Myth,advantage,Difficulty,4,75.0
Etrian Odyssey V: Beyond the Myth,advantage,Story,5,60.0
Europa Universalis V,advantage,Gameplay,4,100.0
Europa Universalis V,advantage,Level Design,4,75.0
Ever 17: The Out of Infinity,advantage,Graphics,10,80.0
Ever 17: The Out of Infinity,advantage,Story,8,75.0
Everhood,advantage,Gameplay,10,70.0
Everhood,advantage,Story,12,66.67
Everhood,advantage,Characters,6,66.67
Everspace,advantage,Story,6,100.0
Everspace,advantage,Graphics,5,100.0
Everspace,advantage,Replayability,3,100.0
Everspace,advantage,Difficulty,4,75.0
Everspace,advantage,Gameplay,15,73.33
Everspace,advantage,Level Design,3,66.67
Exo One,advantage,Music & Sound,3,100.0
Exo One,advantage,Gameplay,7,85.71
Exo One,advantage,Story,8,62.5
Expeditions: Rome,advantage,Story,9,100.0
Expeditions: Rome,advantage,Level Design,3,100.0
Expeditions: Rome,advantage,Characters,4,100.0
Expeditions: Rome,advantage,Gameplay,13,84.62
Expeditions: Rome,advantage,Difficulty,4,75.0
Expelled!,advantage,Replayability,3,100.0
Expelled!,advantage,Story,16,68.75
Expelled!,advantage,Gameplay,3,66.67
Expelled!,advantage,Characters,6,66.67
F-Zero 99,advantage,Replayability,4,100.0
F.I.S.T.: Forged In Shadow Torch,advantage,Graphics,8,87.5
F.I.S.T.: Forged In Shadow Torch,advantage,Story,15,80.0
F.I.S.T.: Forged In Shadow Torch,advantage,Characters,9,77.78
F.I.S.T.: Forged In Shadow Torch,advantage,Gameplay,47,74.47
F.I.S.T.: Forged In Shadow Torch,advantage,Level Design,12,66.67
F1 2016,advantage,Gameplay,4,100.0
F1 2016,advantage,Level Design,4,100.0
F1 2016,advantage,Difficulty,4,100.0
F1 2016,advantage,Replayability,4,75.0
F1 2016,advantage,Graphics,5,60.0
F1 2017,advantage,Performance,5,100.0
F1 2017,advantage,Difficulty,5,100.0
F1 2017,advantage,Gameplay,7,85.71
F1 2017,advantage,Level Design,5,80.0
F1 2017,advantage,Story,3,66.67
F1 2017,advantage,Replayability,8,62.5
F1 2018,advantage,Gameplay,8,100.0
F1 2018,advantage,Difficulty,5,100.0
F1 2018,advantage,Performance,4,100.0
F1 2018,advantage,Replayability,4,100.0
F1 2019,advantage,Story,4,100.0
F1 2019,advantage,Replayability,4,100.0
F1 2019,advantage,Level Design,4,100.0
F1 2019,advantage,Gameplay,6,83.33
F1 2019,advantage,Graphics,6,66.67
F1 2020,advantage,Gameplay,9,100.0
F1 2020,advantage,Level Design,7,100.0
F1 2020,advantage,Difficulty,9,100.0
F1 2020,advantage,Replayability,9,100.0
F1 2020,advantage,Graphics,6,83.33
F1 2021,advantage,Level Design,4,100.0
F1 2021,advantage,Performance,6,100.0
F1 2021,advantage,Difficulty,6,100.0
F1 2021,advantage,Music & Sound,3,100.0
F1 2021,advantage,Gameplay,10,90.0
F1 2021,advantage,Story,28,82.14
F1 2021,advantage,Replayability,10,80.0
F1 2021,advantage,Graphics,7,71.43
F1 22,advantage,Level Design,4,100.0
F1 22,advantage,Difficulty,7,85.71
F1 22,advantage,Performance,7,85.71
F1 22,advantage,Graphics,6,83.33
F1 22,advantage,Gameplay,13,69.23
F1 22,advantage,Story,8,62.5
F1 23,advantage,Level Design,3,100.0
F1 23,advantage,Graphics,3,100.0
F1 23,advantage,Difficulty,4,100.0
F1 23,advantage,Replayability,3,100.0
F1 23,advantage,Story,18,88.89
F1 23,advantage,Gameplay,6,83.33
F1 25,advantage,Graphics,11,90.91
F1 25,advantage,Gameplay,6,83.33
F1 25,advantage,Performance,4,75.0
F1 25,advantage,Replayability,9,66.67
FAITH: The Unholy Trinity,advantage,Story,3,100.0
FAITH: The Unholy Trinity,advantage,Graphics,3,100.0
FANTASIAN Neo Dimension,advantage,Replayability,3,100.0
FANTASIAN Neo Dimension,advantage,Story,32,90.62
FANTASIAN Neo Dimension,advantage,Music & Sound,18,88.89
FANTASIAN Neo Dimension,advantage,Gameplay,34,85.29
FANTASIAN Neo Dimension,advantage,Graphics,12,83.33
FANTASIAN Neo Dimension,advantage,Difficulty,21,80.95
FANTASIAN Neo Dimension,advantage,Characters,23,78.26
FANTASIAN Neo Dimension,advantage,Level Design,3,66.67
FAST Racing Neo,advantage,Gameplay,4,100.0
FAST Racing Neo,advantage,Graphics,4,100.0
FAST Racing Neo,advantage,Level Design,3,100.0
FAST Racing Neo,advantage,Difficulty,6,100.0
FIFA 14,advantage,Graphics,4,100.0
FIFA 14,advantage,Gameplay,8,87.5
FIFA 15,advantage,Gameplay,12,83.33
FIFA 15,advantage,Graphics,6,66.67
FIFA 16,advantage,Difficulty,4,100.0
FIFA 16,advantage,Gameplay,14,85.71
FIFA 17,advantage,Difficulty,3,100.0
FIFA 17,advantage,Graphics,11,81.82
FIFA 17,advantage,Gameplay,33,75.76
FIFA 17,advantage,Replayability,4,75.0
FIFA 17,advantage,Story,15,73.33
FIFA 18,advantage,Graphics,10,100.0
FIFA 18,advantage,Story,12,91.67
FIFA 18,advantage,Gameplay,30,86.67
FIFA 18,advantage,Music & Sound,3,66.67
FIFA 18,advantage,Performance,3,66.67
FIFA 19,advantage,Performance,3,100.0
FIFA 19,advantage,Graphics,3,100.0
FIFA 19,advantage,Level Design,4,75.0
FIFA 19,advantage,Story,4,75.0
FIFA 19,advantage,Gameplay,32,71.88
FIFA 19,advantage,Replayability,5,60.0
FRU,advantage,Gameplay,5,100.0
Factorio,advantage,Gameplay,5,80.0
Fading Afternoon,advantage,Story,4,75.0
Fading Afternoon,advantage,Gameplay,5,60.0
Fall Guys: Ultimate Knockout,advantage,Difficulty,18,83.33
Fall Guys: Ultimate Knockout,advantage,Level Design,5,80.0
Fall Guys: Ultimate Knockout,advantage,Gameplay,11,72.73
Fall Guys: Ultimate Knockout,advantage,Replayability,5,60.0
Fallout 4,advantage,Replayability,15,93.33
Fallout 4,advantage,Characters,11,90.91
Fallout 4,advantage,Gameplay,28,89.29
Fallout 4,advantage,Graphics,8,87.5
Fallout 4,advantage,Story,27,85.19
Fallout 4,advantage,Performance,27,85.19
Fallout 4,advantage,Difficulty,11,81.82
Fallout 4,advantage,Level Design,9,77.78
Fallout 4 VR,advantage,Gameplay,4,100.0
Fantasia: Music Evolved,advantage,Music & Sound,34,76.47
Fantasia: Music Evolved,advantage,Gameplay,13,69.23
Fantasy Life i: The Girl Who Steals Time,advantage,Gameplay,14,100.0
Fantasy Life i: The Girl Who Steals Time,advantage,Graphics,4,100.0
Fantasy Life i: The Girl Who Steals Time,advantage,Replayability,10,100.0
Fantasy Life i: The Girl Who Steals Time,advantage,Difficulty,5,100.0
Fantasy Life i: The Girl Who Steals Time,advantage,Level Design,16,93.75
Fantasy Life i: The Girl Who Steals Time,advantage,Story,8,75.0
Far Cry 4,advantage,Characters,7,100.0
Far Cry 4,advantage,Story,21,76.19
Far Cry 4,advantage,Gameplay,24,75.0
