game_name,type,aspect,mentions,sentiment_percentage
Battle Chef Brigade,advantage,Characters,9,100.0
Battle Suit Aces,advantage,Story,3,100.0
Battle Suit Aces,advantage,Characters,4,100.0
BattleBlock Theater,advantage,Gameplay,3,100.0
BattleBlock Theater,advantage,Level Design,3,66.67
BattleTech,advantage,Level Design,3,100.0
BattleTech,advantage,Music & Sound,3,66.67
Battlefield 1,advantage,Story,7,100.0
Battlefield 1,advantage,Graphics,11,100.0
Battlefield 1,advantage,Characters,3,100.0
Battlefield 1,advantage,Level Design,4,100.0
Battlefield 1,advantage,Difficulty,6,100.0
Battlefield 1,advantage,Music & Sound,4,100.0
Battlefield 1,advantage,Performance,11,100.0
Battlefield 1,advantage,Gameplay,18,94.44
Battlefield 6,advantage,Replayability,10,100.0
Battlefield 6,advantage,Difficulty,9,100.0
Battlefield 6,advantage,Performance,24,91.67
Battlefield 6,advantage,Music & Sound,12,91.67
Battlefield 6,advantage,Graphics,16,87.5
Battlefield 6,advantage,Level Design,7,85.71
Battlefield 6,advantage,Gameplay,30,83.33
Battlefield 6,advantage,Story,15,73.33
Battlefleet Gothic: Armada,advantage,Story,3,100.0
Bayonetta,advantage,Difficulty,4,100.0
Bayonetta,advantage,Characters,3,100.0
Bayonetta,advantage,Performance,7,100.0
Bayonetta,advantage,Gameplay,16,87.5
Bayonetta,advantage,Story,7,85.71
Bayonetta,advantage,Graphics,10,80.0
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Replayability,5,100.0
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Difficulty,5,100.0
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Characters,3,100.0
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Performance,7,85.71
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Graphics,4,75.0
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Story,3,66.67
Bayonetta & Vanquish 10th Anniversary Bundle,advantage,Gameplay,11,63.64
Bayonetta 1+2,advantage,Gameplay,14,100.0
Bayonetta 1+2,advantage,Story,6,100.0
Bayonetta 1+2,advantage,Graphics,4,100.0
Bayonetta 1+2,advantage,Characters,5,100.0
Bayonetta 1+2,advantage,Difficulty,3,100.0
Bayonetta 1+2,advantage,Performance,3,100.0
Bayonetta 1+2,advantage,Replayability,5,100.0
Bayonetta 2,advantage,Level Design,4,100.0
Bayonetta 2,advantage,Performance,3,100.0
Bayonetta 2,advantage,Replayability,6,100.0
Bayonetta 2,advantage,Difficulty,7,100.0
Bayonetta 2,advantage,Characters,14,92.86
Bayonetta 2,advantage,Gameplay,27,88.89
Bayonetta 2,advantage,Graphics,6,83.33
Bayonetta 2,advantage,Story,6,83.33
Bayonetta 2,advantage,Music & Sound,4,75.0
Bayonetta 3,advantage,Music & Sound,5,100.0
Bayonetta 3,advantage,Performance,16,93.75
Bayonetta 3,advantage,Characters,15,86.67
Bayonetta 3,advantage,Graphics,7,85.71
Bayonetta 3,advantage,Difficulty,11,81.82
Bayonetta 3,advantage,Gameplay,58,75.86
Bayonetta 3,advantage,Level Design,15,66.67
Bayonetta Origins: Cereza and the Lost Demon,advantage,Music & Sound,3,100.0
Bayonetta Origins: Cereza and the Lost Demon,advantage,Story,22,86.36
Bayonetta Origins: Cereza and the Lost Demon,advantage,Characters,13,84.62
Bayonetta Origins: Cereza and the Lost Demon,advantage,Gameplay,42,71.43
Bayonetta Origins: Cereza and the Lost Demon,advantage,Graphics,7,71.43
Beacon Pines,advantage,Music & Sound,3,100.0
Beacon Pines,advantage,Difficulty,3,100.0
Beacon Pines,advantage,Characters,9,88.89
Beacon Pines,advantage,Story,25,88.0
Beacon Pines,advantage,Graphics,8,75.0
Beacon Pines,advantage,Gameplay,10,70.0
Beat Saber,advantage,Level Design,4,100.0
Beat Saber,advantage,Difficulty,5,100.0
Beat Saber,advantage,Gameplay,10,90.0
Beat Saber,advantage,Music & Sound,13,84.62
Before I Forget,advantage,Story,6,83.33
Before Your Eyes,advantage,Music & Sound,4,100.0
Before Your Eyes,advantage,Story,27,85.19
Before Your Eyes,advantage,Gameplay,6,83.33
Before Your Eyes,advantage,Performance,3,66.67
Before Your Eyes,advantage,Characters,5,60.0
Berserk Boy,advantage,Graphics,9,88.89
Berserk Boy,advantage,Characters,6,83.33
Berserk Boy,advantage,Gameplay,28,82.14
Berserk Boy,advantage,Music & Sound,16,81.25
Berserk Boy,advantage,Story,4,75.0
Berserk Boy,advantage,Level Design,7,71.43
Berserk Boy,advantage,Difficulty,14,71.43
Betrayal At Club Low,advantage,Gameplay,3,100.0
Betrayal At Club Low,advantage,Characters,3,100.0
Betrayal At Club Low,advantage,Story,3,66.67
Beyond Galaxyland,advantage,Story,9,100.0
Beyond Galaxyland,advantage,Difficulty,3,100.0
Beyond Galaxyland,advantage,Characters,7,85.71
Beyond Galaxyland,advantage,Gameplay,13,84.62
BioShock Infinite: Burial at Sea - Episode Two,advantage,Replayability,3,100.0
BioShock Infinite: Burial at Sea - Episode Two,advantage,Difficulty,3,100.0
BioShock Infinite: Burial at Sea - Episode Two,advantage,Story,14,85.71
BioShock Infinite: Burial at Sea - Episode Two,advantage,Gameplay,6,83.33
BioShock: The Collection,advantage,Gameplay,6,100.0
BioShock: The Collection,advantage,Characters,3,100.0
BioShock: The Collection,advantage,Difficulty,7,100.0
BioShock: The Collection,advantage,Performance,10,90.0
BioShock: The Collection,advantage,Replayability,16,87.5
BioShock: The Collection,advantage,Graphics,8,62.5
Bionic Bay,advantage,Story,4,100.0
Bionic Bay,advantage,Difficulty,4,100.0
Bionic Bay,advantage,Gameplay,19,84.21
Bionic Bay,advantage,Graphics,10,80.0
Bionic Bay,advantage,Level Design,8,62.5
Black Book,advantage,Characters,3,100.0
Black Book,advantage,Story,7,71.43
Black Jacket,advantage,Gameplay,3,100.0
Black Myth: Wukong,advantage,Characters,9,88.89
Black Myth: Wukong,advantage,Difficulty,18,77.78
Black Myth: Wukong,advantage,Story,27,74.07
Black Myth: Wukong,advantage,Gameplay,55,72.73
Black Myth: Wukong,advantage,Graphics,24,66.67
Black Myth: Wukong,advantage,Performance,21,66.67
Black Myth: Wukong,advantage,Music & Sound,5,60.0
Blade Chimera,advantage,Story,10,100.0
Blade Chimera,advantage,Graphics,6,100.0
Blade Chimera,advantage,Gameplay,20,80.0
Blade Chimera,advantage,Difficulty,5,80.0
Blade Chimera,advantage,Replayability,4,75.0
Blade Chimera,advantage,Level Design,3,66.67
Blasphemous 2,advantage,Characters,3,100.0
Blasphemous 2,advantage,Performance,4,100.0
Blasphemous 2,advantage,Music & Sound,5,100.0
Blasphemous 2,advantage,Level Design,11,100.0
Blasphemous 2,advantage,Difficulty,15,93.33
Blasphemous 2,advantage,Gameplay,42,90.48
Blasphemous 2,advantage,Graphics,14,85.71
Blasphemous 2,advantage,Story,14,85.71
Blaster Master Zero 2,advantage,Gameplay,7,85.71
Blaster Master Zero 2,advantage,Difficulty,3,66.67
BlazBlue Entropy Effect,advantage,Story,5,80.0
BlazBlue Entropy Effect,advantage,Gameplay,10,70.0
BlazBlue Entropy Effect X,advantage,Characters,10,80.0
BlazBlue Entropy Effect X,advantage,Difficulty,5,80.0
BlazBlue Entropy Effect X,advantage,Gameplay,16,75.0
BlazBlue Entropy Effect X,advantage,Graphics,6,66.67
BlazBlue Entropy Effect X,advantage,Replayability,3,66.67
BlazBlue: Central Fiction,advantage,Graphics,3,100.0
BlazBlue: Central Fiction,advantage,Replayability,4,100.0
BlazBlue: Central Fiction,advantage,Characters,13,92.31
BlazBlue: Central Fiction,advantage,Gameplay,9,88.89
BlazBlue: Central Fiction,advantage,Difficulty,4,75.0
BlazBlue: Central Fiction Special Edition,advantage,Characters,5,80.0
BlazBlue: Central Fiction Special Edition,advantage,Story,4,75.0
BlazBlue: Central Fiction Special Edition,advantage,Graphics,3,66.67
BlazBlue: Central Fiction Special Edition,advantage,Replayability,3,66.67
Blazing Beaks,advantage,Gameplay,3,66.67
Blazing Beaks,advantage,Graphics,3,66.67
Blazing Beaks,advantage,Difficulty,3,66.67
Blood & Truth,advantage,Performance,3,100.0
Blood & Truth,advantage,Music & Sound,3,100.0
Blood & Truth,advantage,Characters,10,80.0
Blood & Truth,advantage,Story,20,80.0
Blood & Truth,advantage,Gameplay,14,78.57
Blood West,advantage,Level Design,5,80.0
Blood West,advantage,Performance,3,66.67
Blood: Fresh Supply,advantage,Gameplay,3,100.0
Blood: Fresh Supply,advantage,Performance,4,100.0
Blood: Refreshed Supply,advantage,Level Design,3,100.0
Blood: Refreshed Supply,advantage,Difficulty,3,100.0
Blood: Refreshed Supply,advantage,Replayability,4,100.0
Blood: Refreshed Supply,advantage,Performance,5,60.0
Bloodborne,advantage,Story,3,100.0
Bloodborne,advantage,Difficulty,20,95.0
Bloodborne,advantage,Gameplay,24,91.67
Bloodborne,advantage,Performance,6,83.33
Bloodborne: The Old Hunters,advantage,Difficulty,8,100.0
Bloodborne: The Old Hunters,advantage,Replayability,7,85.71
Bloodstained: Curse of the Moon 2,advantage,Graphics,3,100.0
Bloodstained: Curse of the Moon 2,advantage,Level Design,3,100.0
Bloodstained: Curse of the Moon 2,advantage,Characters,4,100.0
Bloodstained: Curse of the Moon 2,advantage,Gameplay,7,85.71
Bloodstained: Curse of the Moon 2,advantage,Difficulty,7,85.71
Bloodstained: Ritual of the Night,advantage,Graphics,6,100.0
Bloodstained: Ritual of the Night,advantage,Music & Sound,3,100.0
Bloodstained: Ritual of the Night,advantage,Replayability,7,100.0
Bloodstained: Ritual of the Night,advantage,Characters,6,83.33
Bloodstained: Ritual of the Night,advantage,Gameplay,30,80.0
Bloodstained: Ritual of the Night,advantage,Story,5,80.0
Bloodstained: Ritual of the Night,advantage,Level Design,5,80.0
Bloodstained: Ritual of the Night,advantage,Difficulty,14,78.57
Blue Prince,advantage,Story,9,100.0
Blue Prince,advantage,Difficulty,7,100.0
Blue Prince,advantage,Graphics,5,100.0
Blue Prince,advantage,Performance,3,100.0
Blue Prince,advantage,Gameplay,26,96.15
Bonfire Peaks,advantage,Gameplay,5,80.0
Bonfire Peaks,advantage,Difficulty,4,75.0
Borderlands 2,advantage,Characters,3,66.67
Borderlands 3,advantage,Characters,18,72.22
Borderlands 3,advantage,Replayability,10,70.0
Borderlands 3,advantage,Gameplay,30,63.33
Borderlands 4,advantage,Gameplay,65,84.62
Borderlands 4,advantage,Story,45,82.22
Borderlands 4,advantage,Replayability,10,80.0
Borderlands 4,advantage,Performance,53,71.7
Borderlands 4,advantage,Characters,26,69.23
Borderlands 4,advantage,Level Design,5,60.0
Borderlands Legendary Collection,advantage,Gameplay,5,100.0
Borderlands Legendary Collection,advantage,Replayability,3,100.0
Borderlands Legendary Collection,advantage,Performance,5,60.0
Borderlands: The Handsome Collection,advantage,Graphics,6,100.0
Borderlands: The Handsome Collection,advantage,Replayability,10,90.0
Borderlands: The Handsome Collection,advantage,Gameplay,5,80.0
Borderlands: The Handsome Collection,advantage,Difficulty,4,75.0
Borderlands: The Handsome Collection,advantage,Performance,8,62.5
Botany Manor,advantage,Story,15,80.0
Botany Manor,advantage,Gameplay,11,72.73
BoxVR,advantage,Gameplay,3,100.0
BoxVR,advantage,Music & Sound,4,100.0
Braid: Anniversary Edition,advantage,Graphics,8,100.0
Braid: Anniversary Edition,advantage,Level Design,6,83.33
Braid: Anniversary Edition,advantage,Gameplay,5,80.0
Braid: Anniversary Edition,advantage,Replayability,4,75.0
Braid: Anniversary Edition,advantage,Difficulty,5,60.0
Bravely Default,advantage,Graphics,4,100.0
Bravely Default,advantage,Music & Sound,3,100.0
Bravely Default,advantage,Characters,4,100.0
Bravely Default,advantage,Gameplay,10,90.0
Bravely Default,advantage,Story,7,85.71
Bravely Default: Flying Fairy HD Remaster,advantage,Replayability,7,100.0
Bravely Default: Flying Fairy HD Remaster,advantage,Music & Sound,10,90.0
Bravely Default: Flying Fairy HD Remaster,advantage,Graphics,16,87.5
Bravely Default: Flying Fairy HD Remaster,advantage,Gameplay,30,86.67
Bravely Default: Flying Fairy HD Remaster,advantage,Characters,7,85.71
Bravely Default: Flying Fairy HD Remaster,advantage,Story,20,85.0
Bravely Second: End Layer,advantage,Difficulty,4,100.0
Bravely Second: End Layer,advantage,Gameplay,11,81.82
Bravely Second: End Layer,advantage,Characters,9,77.78
Bravely Second: End Layer,advantage,Music & Sound,3,66.67
Bravely Second: End Layer,advantage,Graphics,5,60.0
Broken Age: Act 1,advantage,Characters,7,71.43
Broken Age: Act 1,advantage,Difficulty,7,71.43
Broken Age: Act 1,advantage,Replayability,3,66.67
Broken Age: Act 1,advantage,Story,11,63.64
Broken Sword - Shadow of the Templars: Reforged,advantage,Gameplay,7,85.71
Broken Sword - Shadow of the Templars: Reforged,advantage,Story,12,83.33
Broken Sword - Shadow of the Templars: Reforged,advantage,Characters,4,75.0
Broken Sword - Shadow of the Templars: Reforged,advantage,Graphics,15,66.67
Brothers: A Tale of Two Sons Remake,advantage,Story,24,75.0
Brothers: A Tale of Two Sons Remake,advantage,Music & Sound,8,75.0
Brothers: A Tale of Two Sons Remake,advantage,Graphics,23,73.91
Brothers: A Tale of Two Sons Remake,advantage,Gameplay,17,70.59
Brothers: A Tale of Two Sons Remake,advantage,Level Design,3,66.67
Buckshot Roulette,advantage,Gameplay,6,83.33
Bug Academy,advantage,Gameplay,3,100.0
Bug Academy,advantage,Performance,5,80.0
Bug Fables: The Everlasting Sapling,advantage,Story,6,100.0
Bug Fables: The Everlasting Sapling,advantage,Characters,8,100.0
Bug Fables: The Everlasting Sapling,advantage,Difficulty,3,100.0
Bug Fables: The Everlasting Sapling,advantage,Music & Sound,3,100.0
Bug Fables: The Everlasting Sapling,advantage,Performance,27,88.89
Bug Fables: The Everlasting Sapling,advantage,Gameplay,13,76.92
Buried Stars,advantage,Gameplay,3,100.0
Buried Stars,advantage,Graphics,6,100.0
Buried Stars,advantage,Story,9,88.89
Buried Stars,advantage,Characters,4,75.0
Bustafellows,advantage,Graphics,6,83.33
Bustafellows,advantage,Story,7,71.43
Bustafellows,advantage,Difficulty,3,66.67
CHUCHEL,advantage,Graphics,3,66.67
CONVERGENCE: A League of Legends Story,advantage,Difficulty,6,83.33
CONVERGENCE: A League of Legends Story,advantage,Gameplay,26,65.38
CONVERGENCE: A League of Legends Story,advantage,Story,23,65.22
Cabernet,advantage,Characters,3,100.0
Cabernet,advantage,Story,11,81.82
Cabernet,advantage,Gameplay,4,75.0
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,advantage,Graphics,6,100.0
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,advantage,Difficulty,7,100.0
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,advantage,Gameplay,21,95.24
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,advantage,Music & Sound,19,94.74
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,advantage,Replayability,3,66.67
Cafe Enchante,advantage,Difficulty,3,100.0
Cafe Enchante,advantage,Story,5,60.0
Cairn,advantage,Story,24,100.0
Cairn,advantage,Level Design,7,100.0
Cairn,advantage,Music & Sound,7,100.0
Cairn,advantage,Graphics,12,91.67
Cairn,advantage,Characters,9,88.89
Cairn,advantage,Gameplay,36,88.89
Cairn,advantage,Difficulty,27,88.89
Cairn,advantage,Performance,9,66.67
Call of Duty 4: Modern Warfare Remastered,advantage,Gameplay,5,100.0
Call of Duty 4: Modern Warfare Remastered,advantage,Graphics,5,60.0
Call of Duty: Advanced Warfare,advantage,Performance,3,100.0
Call of Duty: Advanced Warfare,advantage,Story,19,84.21
Call of Duty: Advanced Warfare,advantage,Gameplay,18,72.22
Call of Duty: Advanced Warfare,advantage,Characters,3,66.67
Call of Duty: Advanced Warfare,advantage,Difficulty,6,66.67
Call of Duty: Advanced Warfare,advantage,Level Design,3,66.67
Call of Duty: Advanced Warfare,advantage,Replayability,3,66.67
Call of Duty: Advanced Warfare,advantage,Graphics,5,60.0
Call of Duty: Black Ops 4,advantage,Gameplay,9,100.0
Call of Duty: Black Ops 4,advantage,Level Design,3,100.0
Call of Duty: Black Ops 4,advantage,Replayability,15,86.67
Call of Duty: Black Ops 4,advantage,Difficulty,6,83.33
Call of Duty: Black Ops 4,advantage,Story,7,71.43
Call of Duty: Black Ops 6,advantage,Graphics,7,100.0
Call of Duty: Black Ops 6,advantage,Difficulty,5,100.0
Call of Duty: Black Ops 6,advantage,Gameplay,47,91.49
Call of Duty: Black Ops 6,advantage,Characters,10,90.0
Call of Duty: Black Ops 6,advantage,Level Design,10,90.0
Call of Duty: Black Ops 6,advantage,Story,24,87.5
Call of Duty: Black Ops 6,advantage,Performance,11,81.82
Call of Duty: Black Ops 6,advantage,Replayability,10,80.0
Call of Duty: Modern Warfare,advantage,Replayability,9,77.78
Call of Duty: Modern Warfare,advantage,Performance,11,72.73
Call of Duty: Modern Warfare,advantage,Graphics,10,70.0
Call of Duty: Modern Warfare,advantage,Gameplay,19,68.42
Call of Duty: Modern Warfare,advantage,Story,28,64.29
Call of Duty: Modern Warfare,advantage,Level Design,5,60.0
Call of Duty: Modern Warfare,advantage,Difficulty,10,60.0
Call of Duty: Modern Warfare,advantage,Music & Sound,5,60.0
Call of Duty: Warzone,advantage,Gameplay,4,100.0
Call of Duty: Warzone 2.0,advantage,Level Design,5,60.0
Capcom Fighting Collection 2,advantage,Gameplay,5,100.0
Capcom Fighting Collection 2,advantage,Graphics,4,100.0
Capcom Fighting Collection 2,advantage,Performance,3,100.0
Capcom Fighting Collection 2,advantage,Replayability,7,100.0
Capcom Fighting Collection 2,advantage,Difficulty,4,75.0
Captain Toad: Treasure Tracker,advantage,Characters,6,100.0
Captain Toad: Treasure Tracker,advantage,Music & Sound,4,100.0
Captain Toad: Treasure Tracker,advantage,Gameplay,22,86.36
Captain Toad: Treasure Tracker,advantage,Level Design,42,80.95
Captain Toad: Treasure Tracker,advantage,Graphics,5,80.0
Captain Toad: Treasure Tracker,advantage,Replayability,17,76.47
Captain Toad: Treasure Tracker,advantage,Difficulty,12,75.0
Captain Toad: Treasure Tracker Special Episode,advantage,Level Design,4,75.0
Captain Velvet Meteor: The Jump+ Dimensions,advantage,Characters,6,66.67
Captain Velvet Meteor: The Jump+ Dimensions,advantage,Story,5,60.0
Card Shark,advantage,Characters,4,75.0
Card Shark,advantage,Performance,4,75.0
Card Shark,advantage,Gameplay,28,71.43
Card Shark,advantage,Music & Sound,7,71.43
Card Shark,advantage,Graphics,13,69.23
Card Shark,advantage,Story,21,66.67
Card Shark,advantage,Difficulty,10,60.0
Cardpocalypse,advantage,Gameplay,4,100.0
Cardpocalypse,advantage,Story,3,100.0
Cassette Beasts,advantage,Gameplay,13,100.0
Cassette Beasts,advantage,Story,11,100.0
Cassette Beasts,advantage,Characters,4,100.0
Cassette Beasts,advantage,Music & Sound,7,100.0
Cassette Beasts,advantage,Performance,5,60.0
Castlevania Dominus Collection,advantage,Gameplay,8,100.0
Castlevania Dominus Collection,advantage,Difficulty,5,100.0
Cat Quest III,advantage,Replayability,3,100.0
Cat Quest III,advantage,Difficulty,6,100.0
Cat Quest III,advantage,Story,18,94.44
Cat Quest III,advantage,Gameplay,31,83.87
Cat Quest III,advantage,Characters,6,83.33
Cat Quest III,advantage,Level Design,5,80.0
Cat Quest III,advantage,Graphics,11,72.73
Catherine: Full Body,advantage,Level Design,3,100.0
Catherine: Full Body,advantage,Replayability,12,100.0
Catherine: Full Body,advantage,Gameplay,24,87.5
Catherine: Full Body,advantage,Graphics,15,80.0
Catherine: Full Body,advantage,Story,42,78.57
Catherine: Full Body,advantage,Difficulty,15,73.33
Catherine: Full Body,advantage,Characters,15,66.67
Cave Story+,advantage,Gameplay,3,100.0
Cave Story+,advantage,Story,15,93.33
Caves of Qud,advantage,Difficulty,3,100.0
Caves of Qud,advantage,Gameplay,3,66.67
Celeste,advantage,Gameplay,24,100.0
Celeste,advantage,Story,28,100.0
Celeste,advantage,Graphics,6,100.0
Celeste,advantage,Characters,7,100.0
Celeste,advantage,Level Design,11,100.0
